Classification	20210612MCX010	20210612MCX012	20210617MCX008	20210617MCX009	20210618MCX005	20210618MCX006	20210618MCX007	20210618MCX008	20210619MCX010	20210619MCX013	20210622MCX005	20210622MCX006	20210623MCX012	20210625MCX009	20210625MCX010	20210309MCX007	20210626MCX006	20210626MCX008	20210628MCX011	20210629MCX008	20210629MCX009	20210309MCX010	20210629MCX010	20210630MCX014	20210630MCX015	20210701MCX010	20210702MCX009	20210703MCX008	20210703MCX010	20210705MCX013	20210706MCX012	20210707MCX007	20210707MCX008	20210707MCX011	20210709MCX011	20210710MCX007	20210710MCX009	230401MCX00022	20210712MCX011	230406MCX00012	20210713MCX010	20210713MCX012	20210713MCX013	20210714MCX007	20210714MCX008	230414MCX00014	230419MCX00028	20210716MCX014	20210716MCX016	230421MCX00020	230421MCX00028	20210716MCX019	20210719MCX005	20210719MCX006	20210720MCX011	230504MCX00021	20210312MCX003	230505MCX00035	230509MCX00022	230510MCX00019	230510MCX00020	230512MCX00018	230516MCX00019	230516MCX00036	20210723MCX013	230517MCX00018	230517MCX00023	20210723MCX015	230518MCX00014	20210723MCX017	20210313MCX003	230523MCX00019	230524MCX00017	230524MCX00019	230526MCX00012	230527MCX00019	20210726MCX012	230530MCX00020	230603MCX00015	230603MCX00017	20210727MCX015	230606MCX00022	230606MCX00030	20210728MCX008	20210728MCX012	230609MCX00025	230610MCX00012	230610MCX00018	230613MCX00010	20210729MCX010	20210729MCX011	230614MCX00013	230616MCX00017	20210730MCX009	230620MCX00025	230621MCX00018	20210730MCX017	20210730MCX018	20210731MCX007	20210731MCX011	20210802MCX012	20210804MCX003	20210804MCX006	20210805MCX008	20210316MCX006	20210805MCX014	20210806MCX011	20210807MCX009	20210807MCX013	20210807MCX014	20210810MCX012	20210810MCX013	20210811MCX009	20210811MCX011	20210811MCX014	20210812MCX008	20210813MCX009	20210813MCX011	20210814MCX014	20210816MCX011	20210817MCX018	20210819MCX009	20210820MCX013	20210820MCX014	20210820MCX015	20210821MCX012	20210821MCX014	20210318MCX014	20210825MCX010	20210825MCX012	20210826MCX009	20210826MCX011	20210827MCX009	20210827MCX010	20210827MCX011	20210827MCX014	20210828MCX008	20210831MCX008	20210901MCX015	20210902MCX005	20210902MCX009	20210903MCX010	20210904MCX008	20210904MCX014	20210906MCX013	20210906MCX015	20210319MCX011	20210907MCX013	20210907MCX017	20210907MCX019	20210907MCX021	20210908MCX019	20210909MCX011	20210909MCX012	20210910MCX007	20210910MCX010	20210910MCX011	20210910MCX012	20210910MCX013	20210910MCX014	20210910MCX015	20210910MCX019	20210913MCX015	20210914MCX010	20210914MCX012	20210915MCX007	20210915MCX009	20210915MCX010	20210915MCX011	20210916MCX005	20210916MCX006	20210916MCX007	20210323MCX004	20210323MCX007	20210922MCX010	20210922MCX011	20210923MCX014	20210923MCX015	20210923MCX016	20210923MCX021	20210924MCX010	20210924MCX011	20210924MCX012	20210924MCX016	20210924MCX017	20210928MCX006	20210928MCX009	20210928MCX012	20210929MCX011	20211004MCX018	20211004MCX022	20211004MCX024	20211006MCX010	20210325MCX003	20211008MCX018	20211011MCX008	20211012MCX008	20211012MCX016	20210326MCX005	20211015MCX011	20211016MCX013	20211016MCX015	20211019MCX016	20211019MCX022	20211020MCX013	20211021MCX010	20211022MCX006	20211022MCX007	20211022MCX010	20211022MCX013	20211022MCX015	20211022MCX016	20210329MCX004	20211026MCX013	20211026MCX022	20210330MCX002	20211028MCX015	20210330MCX004	20211028MCX021	20211028MCX025	20210330MCX005	20211029MCX010	20210330MCX006	20211029MCX014	20211101MCX015	20211103MCX002	20211103MCX004	20211103MCX005	20211104MCX009	20211104MCX017	20211106MCX005	20211106MCX007	20211109MCX014	20211109MCX016	20211110MCX010	20210401MCX008	20211112MCX010	20211112MCX014	20211113MCX008	20211115MCX003	20211116MCX012	20211117MCX010	20211117MCX012	20211117MCX015	20211117MCX016	20211118MCX015	20211119MCX007	20211119MCX011	20210402MCX009	20211120MCX005	20211120MCX006	20211123MCX010	20211123MCX011	20211124MCX016	20211124MCX019	20211125MCX009	20211125MCX012	20211126MCX009	20211126MCX011	20211127MCX010	20211127MCX011	20211130MCX010	20211130MCX014	20211203MCX011	20211204MCX004	20211204MCX005	20211207MCX007	20211207MCX012	20211208MCX010	20211208MCX015	20211209MCX017	20211209MCX019	20211210MCX014	20211215MCX006	20211215MCX012	20211216MCX009	20211216MCX010	20211217MCX014	20211217MCX015	20211218MCX005	20211218MCX011	20211221MCX010	20211222MCX007	20211222MCX010	20211223MCX008	20211223MCX009	20211224MCX012	20211224MCX018	20211229MCX015	20211229MCX016	20211229MCX017	20211230MCX010	20211230MCX011	20211230MCX012	20211231MCX012	20210409MCX016	20220104MCX011	20220104MCX015	20220105MCX008	20220105MCX010	20220105MCX011	20220106MCX009	20210410MCX001	20210410MCX005	20210410MCX006	20220111MCX017	20220112MCX014	20220112MCX016	20220112MCX017	20220112MCX018	20220113MCX017	20220114MCX015	20220115MCX009	20220115MCX010	20220115MCX016	20210412MCX007	20220118MCX016	20220119MCX020	20220121MCX008	20220121MCX009	20220122MCX010	20220122MCX014	20220125MCX016	20210413MCX011	20220127MCX014	20220127MCX022	20220127MCX024	20220127MCX026	20220127MCX030	20210414MCX013	20220210MCX018	20220212MCX010	20220215MCX018	20210415MCX002	20220215MCX021	20220217MCX012	20220218MCX014	20220219MCX016	20220224MCX007	20220225MCX010	20220226MCX019	20220226MCX020	20220226MCX022	20220301MCX019	20220304MCX013	20220305MCX010	20210419MCX006	20220308MCX015	20220308MCX017	20210419MCX007	20220310MCX026	20210420MCX005	20210420MCX006	20220311MCX014	20210227MCX003	20220318MCX013	20220319MCX007	20220319MCX015	20210421MCX013	20220322MCX015	20210422MCX007	220406MCX00012	20210427MCX009	20210427MCX011	20210428MCX011	20210428MCX012	20210429MCX006	20210429MCX007	20210429MCX009	20210430MCX009	20210430MCX011	20210507MCX008	20210507MCX009	20210507MCX013	220610MCX00019	220623MCX00022	220625MCX00023	20210514MCX011	20210515MCX006	20210517MCX004	20210517MCX007	20210517MCX008	20210524MCX007	20210525MCX011	20210526MCX014	20210526MCX015	20210528MCX007	20210531MCX004	20210601MCX009	20210601MCX013	20210602MCX013	20210603MCX006	20210603MCX008	20210603MCX009	20210603MCX015	20210604MCX007	20210604MCX008	20210604MCX011	20210604MCX018	20210607MCX008	20210609MCX005	20210610MCX001
Cystobacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.01297e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.29142e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.13264e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.74533e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.72865e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.60663e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.84461e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.5797e-06	0	0	0	0	0	0	0	6.98339e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.67646e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Stigmatella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.63013e-06	0	0	0	0	0	0	0	0	0	6.1635e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.91346e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.05239e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.73137e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.40202e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.51905e-06	0	0	0	0	6.11533e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Archangium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.07281e-06	0	0	0	0	0	0	1.69738e-05	0	0	4.42508e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.12611e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.60859e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.07317e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.65333e-05	0	4.89781e-06	0	3.02629e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.0751e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.61048e-05	1.8939e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.30576e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.02683e-06	0	0	0	0	1.4389e-05	0	0	1.02065e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.80082e-06	0	0	0	0	0	0	0	0	0	0	1.38607e-05	0	0	0	0	0	9.86071e-06
Haliangium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.05378e-06	0	0	0	2.2682e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.45673e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.45727e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.81561e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.37242e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.97745e-06	0	0	0	0	0	0	0	4.29747e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.38458e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Minicystis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.12354e-06	0	0	0	0	4.53641e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.60632e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.16917e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.1705e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.65163e-06	0	0	0	0	0	0	0	6.4462e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.22395e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pajaroellobacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.44896e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.14166e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sorangium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.87685e-06	0	0	1.24895e-05	7.85147e-06	0	0	0	0	5.32837e-05	0	1.13159e-05	0	0	4.58312e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.54345e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.44605e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.29779e-05	0	0	0	0	2.31189e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.34716e-05	0	1.69983e-05	0	1.77403e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.0751e-05	0	0	0	4.61903e-05	1.62107e-05	1.34931e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.39033e-05	1.15348e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.71032e-06	1.8939e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.80914e-05	0	0	2.91753e-05	0	0	0	0	0	1.05571e-05	0	0	2.96537e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.96485e-05	0	0	0	0	0	0	0	0	0	0	0	0	1.23301e-05	0	0	0	0	7.91396e-06	0	0	1.42354e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.25562e-06	2.05863e-05	0	0	0	0	0	0	0	0	0	1.57726e-05	0	0	0	0	0	8.12058e-06
Chondromyces	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.47874e-06	0	0	0	0	2.79163e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.11816e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.83746e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000112402	0	0	0	0	4.03349e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000204642	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.04708e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.75111e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.51905e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00301587	0	0	0	0	0	0.000112771	0	3.22395e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hippea	0	0	0	0	0	0	0	0	0	0	7.56258e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.16077e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.6417e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.24087e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000248327	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.37184e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000169157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Desulfatibacillum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.06435e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.20926e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.59098e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.49684e-06	0	0	0	0
Desulfobacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.16088e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.87938e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.12358e-05	0	0	0	0
Desulfobacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.13388e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.41854e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
